Participant,isSpeed,isCued,jitter,jitterLevel,cueDeflections,cueOrientation,targetOrientation,response,deviation,absoluteDeviation,RT,points
200,0,1,30,2,0,1.0192,1.0192,1.0828,0.063555,0.063555,0.91706,192
200,0,1,15,1,20,1.5371,1.188,1.5791,0.39105,0.39105,0.68302,150
200,0,1,45,3,0,0.13665,0.13665,0.78925,0.6526,0.6526,2.4461,117
200,0,1,30,2,0,2.126,2.126,2.0832,-0.042861,0.042861,0.72715,195
200,1,0,15,1,819,-999,1.2586,1.3171,0.058505,0.058505,0.51486,196
200,1,0,15,1,819,-999,1.6161,1.6222,0.0060798,0.0060798,0.40901,200
200,1,0,15,1,819,-999,2.4992,0.37053,1.013,1.013,0.46335,136
200,1,0,45,3,819,-999,1.6548,0.29971,-1.3551,1.3551,0.39853,114
200,1,0,45,3,819,-999,1.4172,2.53,1.1128,1.1128,0.41069,129
200,1,0,30,2,819,-999,0.36066,1.3929,1.0322,1.0322,0.45687,134
200,1,0,15,1,819,-999,0.22624,0.034971,-0.19126,0.19126,0.51001,188
200,1,0,15,1,819,-999,2.2422,2.0863,-0.15584,0.15584,0.45748,190
200,1,0,45,3,819,-999,0.95455,0.68249,-0.27205,0.27205,1.0023,83
200,1,0,30,2,819,-999,1.4009,0.41952,-0.98139,0.98139,1.263,38
200,1,0,45,3,819,-999,1.3051,0.30562,-0.99946,0.99946,1.1421,36
200,1,0,30,2,819,-999,2.6895,2.3225,-0.36699,0.36699,0.59829,177
200,1,0,30,2,819,-999,0.17666,0.83505,0.65839,0.65839,0.46815,158
200,1,0,45,3,819,-999,2.481,2.4956,0.014665,0.014665,0.35886,199
200,1,0,15,1,819,-999,0.32161,0.69115,0.36954,0.36954,0.34607,176
200,1,0,45,3,819,-999,1.2103,1.1685,-0.041786,0.041786,0.45859,197
200,1,0,30,2,819,-999,0.89289,0.45331,-0.43958,0.43958,0.33598,172
200,1,0,15,1,819,-999,2.2746,0.4847,1.3517,1.3517,0.4458,114
200,1,0,45,3,819,-999,0.59189,0.4816,-0.11029,0.11029,0.35356,193
200,1,0,30,2,819,-999,1.6249,2.1725,0.54765,0.54765,0.31998,165
200,1,0,15,1,819,-999,2.8848,0.88367,1.1404,1.1404,0.43526,127
200,1,0,45,3,819,-999,1.2147,0.73933,-0.47542,0.47542,0.51401,170
200,1,0,30,2,819,-999,0.022336,0.6422,0.61986,0.61986,0.46491,161
200,1,0,30,2,819,-999,2.3243,1.7763,-0.54804,0.54804,0.55457,165
200,1,1,30,2,0,1.4132,1.4132,1.4652,0.052062,0.052062,0.2646,197
200,1,1,15,1,0,0.62529,0.62529,0.62973,0.0044466,0.0044466,0.15188,200
200,1,1,30,2,0,2.8379,2.8379,2.7224,-0.11549,0.11549,0.25655,193
200,1,1,15,1,0,2.2566,2.2566,2.222,-0.034588,0.034588,0.23729,198
200,1,1,45,3,20,1.5432,1.1941,1.4744,0.28034,0.28034,0.26904,182
200,1,1,15,1,-70,1.0128,2.9327,1.0342,1.2431,1.2431,0.2993,121
200,1,1,45,3,0,0.68954,0.68954,0.15701,-0.53252,0.53252,0.38161,166
200,1,1,30,2,0,0.49855,0.49855,0.54651,0.047959,0.047959,0.22591,197
200,1,1,45,3,20,0.64148,0.29241,0.72867,0.43626,0.43626,0.2454,172
200,1,1,15,1,0,2.8528,2.8528,0.36575,0.65458,0.65458,0.37713,158
200,1,1,15,1,0,0.047581,0.047581,0.48841,0.44083,0.44083,0.24929,172
200,1,1,30,2,0,0.86496,0.86496,0.74241,-0.12254,0.12254,0.2491,192
200,1,1,30,2,70,2.1597,0.93794,2.2034,1.2654,1.2654,0.16002,119
200,1,1,15,1,50,2.265,1.3923,1.8977,0.50535,0.50535,0.26391,168
200,1,1,30,2,0,0.89225,0.89225,1.1223,0.2301,0.2301,0.22129,185
200,1,1,15,1,0,2.8203,2.8203,2.6858,-0.13445,0.13445,0.4338,191
200,1,1,30,2,-70,1.0954,3.0152,1.0714,1.1978,1.1978,0.26862,124
200,1,1,30,2,0,2.7701,2.7701,2.6488,-0.12133,0.12133,0.32469,192
200,1,1,30,2,0,0.23481,0.23481,0.42504,0.19023,0.19023,0.29221,188
200,1,1,45,3,0,1.9112,1.9112,1.9575,0.046278,0.046278,0.30433,197
200,1,1,45,3,0,1.2624,1.2624,0.99666,-0.2657,0.2657,0.31494,183
200,0,0,45,3,819,-999,0.77927,0.89278,0.1135,0.1135,0.62579,186
200,0,0,15,1,819,-999,0.71755,0.86523,0.14768,0.14768,0.44556,181
200,0,0,30,2,819,-999,0.3783,3.0701,-0.44976,0.44976,0.52428,143
200,0,0,30,2,819,-999,0.8019,0.69706,-0.10485,0.10485,0.42845,187
200,0,0,30,2,819,-999,0.083932,0.023684,-0.060248,0.060248,0.49296,192
200,0,0,30,2,819,-999,0.74505,1.1095,0.36441,0.36441,0.47165,154
200,0,0,15,1,819,-999,1.3521,1.1397,-0.21249,0.21249,0.47406,173
200,0,0,15,1,819,-999,1.3503,1.7725,0.42221,0.42221,0.42799,146
200,0,0,45,3,819,-999,0.82353,0.79996,-0.023569,0.023569,0.41801,197
200,0,0,30,2,819,-999,1.2413,0.45488,-0.78642,0.78642,0.47797,100
200,0,0,45,3,819,-999,0.65704,1.2981,0.64106,0.64106,0.44847,118
200,0,0,45,3,819,-999,0.90843,0.79676,-0.11167,0.11167,0.4733,186
200,0,0,45,3,819,-999,0.54929,0.64535,0.096057,0.096057,0.88703,188
200,0,0,15,1,819,-999,0.78227,0.68262,-0.099652,0.099652,1.525,187
200,0,0,15,1,819,-999,2.48,2.6154,0.13541,0.13541,0.75305,183
200,0,0,15,1,819,-999,2.0659,2.0091,-0.056721,0.056721,0.67704,193
200,0,0,15,1,819,-999,0.51816,0.78768,0.26951,0.26951,0.92802,166
200,0,0,15,1,819,-999,0.76649,0.59194,-0.17455,0.17455,0.89826,178
200,0,0,30,2,819,-999,0.76471,0.61226,-0.15245,0.15245,0.57643,181
200,0,1,15,1,0,1.6655,1.6655,1.5247,-0.14081,0.14081,0.50517,182
200,0,1,15,1,20,3.0548,2.7057,2.6844,-0.021257,0.021257,0.63066,197
200,0,1,30,2,0,0.8436,0.8436,0.81664,-0.026959,0.026959,0.31537,197
200,0,1,45,3,70,2.3226,1.1009,2.2609,1.16,1.16,0.29784,52
200,0,1,15,1,20,2.5213,2.1722,2.4734,0.30121,0.30121,0.32827,162
200,0,1,30,2,0,1.9137,1.9137,2.0377,0.12402,0.12402,0.34775,184
200,0,1,45,3,0,2.4946,2.4946,2.5168,0.022254,0.022254,0.31607,197
200,0,1,30,2,-50,0.37421,2.6431,0.61021,1.1087,1.1087,0.29705,59
200,0,1,30,2,-50,0.015578,2.2845,2.2162,-0.068329,0.068329,0.75454,191
200,0,1,30,2,20,1.292,0.94296,0.9955,0.052541,0.052541,0.54673,193
200,0,1,15,1,0,1.5731,1.5731,1.7293,0.15612,0.15612,0.55304,180
200,0,1,45,3,0,1.2425,1.2425,1.2859,0.043323,0.043323,0.98095,194
200,0,1,45,3,0,1.1241,1.1241,1.2052,0.081062,0.081062,0.51401,190
200,0,1,15,1,0,0.71354,0.71354,0.76482,0.05129,0.05129,0.72449,193
200,0,1,45,3,0,3.0409,3.0409,2.6318,-0.4091,0.4091,2.0942,148
200,0,1,45,3,0,0.064924,0.064924,0.18732,0.1224,0.1224,0.28657,184
200,0,1,30,2,50,0.88111,0.0084447,0.15197,0.14353,0.14353,0.6114,182
200,0,1,45,3,70,2.4276,1.2058,1.6134,0.40757,0.40757,0.99192,148
200,0,1,30,2,-70,0.70964,2.6295,0.45821,0.9703,0.9703,0.61258,76
200,0,1,15,1,0,3.1295,3.1295,0.29989,0.31198,0.31198,0.65836,160
200,0,1,15,1,0,1.0831,1.0831,1.2029,0.11979,0.11979,0.65447,185
200,0,1,45,3,0,0.94394,0.94394,0.35639,-0.58755,0.58755,2.3039,125
200,0,1,15,1,-70,0.73875,2.6586,2.6899,0.031285,0.031285,0.99068,196
200,0,1,30,2,0,1.5752,1.5752,1.7024,0.12715,0.12715,0.34886,184
200,0,1,45,3,50,1.6557,0.78305,1.4168,0.63375,0.63375,2.0595,119
200,0,1,45,3,0,2.7895,2.7895,2.7335,-0.055967,0.055967,0.44792,193
200,0,1,30,2,0,2.4674,2.4674,2.3599,-0.10749,0.10749,0.34207,186
200,0,1,45,3,0,0.24781,0.24781,0.48515,0.23734,0.23734,0.34587,170
200,0,1,45,3,0,1.3137,1.3137,1.9328,0.6191,0.6191,2.3883,121
200,0,1,45,3,0,2.6615,2.6615,2.4725,-0.18894,0.18894,0.34441,176
200,0,1,15,1,70,2.3685,1.1468,2.1524,1.0057,1.0057,0.29901,72
200,0,1,15,1,0,2.2112,2.2112,2.2629,0.051646,0.051646,0.58694,193
200,0,1,15,1,70,2.6471,1.4254,2.5357,1.1103,1.1103,0.35908,59
200,0,1,15,1,0,2.7986,2.7986,3.0424,0.24376,0.24376,0.45392,169
200,0,1,30,2,-20,0.1778,2.9703,2.4306,-0.53974,0.53974,1.5971,131
200,0,1,45,3,20,1.7668,1.4177,0.61857,-0.79912,0.79912,0.97232,98
200,0,1,30,2,20,2.235,1.886,2.211,0.32505,0.32505,0.46617,159
200,0,1,30,2,0,1.2288,1.2288,0.75943,-0.46935,0.46935,1.2256,140
200,0,1,15,1,20,1.5117,1.1626,0.7197,-0.4429,0.4429,0.64529,144
200,0,1,15,1,0,2.4716,2.4716,2.493,0.021302,0.021302,0.5661,197
200,0,1,30,2,70,1.8549,0.63319,1.3205,0.68728,0.68728,0.75255,112
200,0,1,30,2,0,2.9066,2.9066,0.1036,0.33857,0.33857,1.8034,157
200,0,1,15,1,0,0.12262,0.12262,0.40512,0.2825,0.2825,0.60307,164
200,0,1,45,3,0,2.5753,2.5753,2.3871,-0.18819,0.18819,2.3742,176
200,0,1,30,2,-70,0.67676,2.5966,0.72678,1.2718,1.2718,0.47924,38
200,0,1,30,2,0,2.569,2.569,2.6946,0.12553,0.12553,0.94445,184
200,0,1,15,1,20,1.8808,1.5317,1.9401,0.40844,0.40844,0.3043,148
200,1,0,30,2,819,-999,2.804,2.4881,-0.31592,0.31592,0.55263,180
200,1,0,15,1,819,-999,0.41474,0.66393,0.24919,0.24919,0.39384,184
200,1,0,30,2,819,-999,0.75149,0.37286,-0.37863,0.37863,0.9742,76
200,1,0,45,3,819,-999,1.5048,0.45847,-1.0463,1.0463,0.35296,133
200,1,0,45,3,819,-999,1.2654,2.4011,1.1358,1.1358,0.56012,128
200,1,0,15,1,819,-999,2.2473,2.4111,0.16386,0.16386,0.59602,190
200,1,0,45,3,819,-999,0.50361,0.59369,0.090079,0.090079,0.43144,194
200,1,0,15,1,819,-999,1.3707,1.0634,-0.30735,0.30735,0.93252,80
200,1,0,45,3,819,-999,0.033875,1.0901,1.0563,1.0563,0.45769,133
200,1,0,45,3,819,-999,0.66836,0.588,-0.080361,0.080361,0.56527,195
200,1,0,15,1,819,-999,1.8297,1.932,0.10233,0.10233,0.48209,193
200,1,0,30,2,819,-999,1.3956,1.4477,0.052032,0.052032,0.50846,197
200,1,0,15,1,819,-999,2.1339,2.5047,0.37078,0.37078,0.51971,176
200,1,0,30,2,819,-999,0.66555,0.30907,-0.35648,0.35648,0.51612,177
200,1,0,30,2,819,-999,1.8284,2.3247,0.49632,0.49632,0.51523,168
200,1,0,15,1,819,-999,0.73665,0.51897,-0.21767,0.21767,0.92765,86
200,1,0,45,3,819,-999,2.9808,2.5651,-0.4157,0.4157,0.56705,174
200,1,0,15,1,819,-999,2.2789,2.7014,0.42254,0.42254,0.50347,173
200,1,0,30,2,819,-999,2.7482,0.4205,0.81393,0.81393,1.0171,48
200,1,0,45,3,819,-999,0.09448,0.52126,0.42678,0.42678,0.54274,173
200,1,0,30,2,819,-999,2.3049,2.348,0.043137,0.043137,0.54219,197
200,1,0,30,2,819,-999,2.6266,2.6319,0.0053202,0.0053202,0.53901,200
200,1,0,15,1,819,-999,2.2173,1.9417,-0.27564,0.27564,0.50051,182
200,1,1,30,2,50,2.5551,1.6824,2.4431,0.76065,0.76065,0.34037,152
200,1,1,45,3,70,3.0515,1.8297,2.9399,1.1101,1.1101,0.3265,129
200,1,1,15,1,70,1.6649,0.44322,1.9222,1.479,1.479,0.35908,106
200,1,1,45,3,70,1.4921,0.27033,2.5233,-0.88858,0.88858,0.69614,143
200,1,1,45,3,0,0.92928,0.92928,0.64429,-0.28499,0.28499,0.30448,182
200,1,1,15,1,0,0.12251,0.12251,0.11917,-0.0033455,0.0033455,0.39466,200
200,1,1,45,3,-20,0.27877,3.0713,0.24322,0.31352,0.31352,0.31993,180
200,1,1,15,1,0,0.27616,0.27616,0.2158,-0.060361,0.060361,0.4691,196
200,1,1,30,2,70,3.0502,1.8285,2.117,0.28847,0.28847,0.59661,182
200,1,1,15,1,20,2.3381,1.989,1.9949,0.0059339,0.0059339,0.60674,200
200,1,1,45,3,0,1.588,1.588,1.7596,0.17157,0.17157,0.83871,189
200,1,1,30,2,0,2.4934,2.4934,2.9115,0.41809,0.41809,0.83118,173
200,1,1,30,2,50,2.5812,1.7086,1.6393,-0.069264,0.069264,0.65802,196
200,1,1,30,2,0,1.6316,1.6316,0.94724,-0.68437,0.68437,0.95039,56
200,1,1,15,1,20,0.4624,0.11333,0.18432,0.070992,0.070992,0.53034,195
200,1,1,45,3,0,0.028446,0.028446,2.155,-1.0151,1.0151,0.83468,135
200,1,1,30,2,0,2.7095,2.7095,2.4665,-0.24306,0.24306,0.39588,185
200,1,1,15,1,-70,1.0778,2.9977,2.9114,-0.086322,0.086322,0.65228,195
200,1,1,30,2,70,2.2187,0.99694,0.91174,-0.085195,0.085195,0.86904,95
200,1,1,45,3,-20,0.3104,3.1029,2.6692,-0.43376,0.43376,0.72696,172
200,1,1,30,2,-50,0.40733,2.6763,0.39993,0.86526,0.86526,0.23735,145
200,1,1,45,3,-50,0.15685,2.4258,0.15251,0.86832,0.86832,0.26545,145
200,1,1,15,1,50,1.4112,0.53852,0.52996,-0.00856,0.00856,0.4596,199
200,1,1,15,1,-50,0.34203,2.611,2.5724,-0.038568,0.038568,0.47702,198
200,1,0,15,1,819,-999,2.9125,2.9596,0.047122,0.047122,0.76169,197
200,1,0,30,2,819,-999,0.13545,0.79241,0.65696,0.65696,0.63976,158
200,1,0,15,1,819,-999,2.5059,2.5326,0.026694,0.026694,0.4869,198
200,1,0,30,2,819,-999,1.1142,1.1739,0.059775,0.059775,0.47162,196
200,1,0,45,3,819,-999,1.3082,0.50772,-0.80051,0.80051,0.31479,149
200,1,0,30,2,819,-999,1.3396,2.1716,0.83199,0.83199,0.40242,147
200,1,0,30,2,819,-999,0.99377,0.064806,-0.92897,0.92897,0.3738,141
200,1,0,45,3,819,-999,2.2958,1.4697,-0.82609,0.82609,0.43518,147
200,1,0,30,2,819,-999,2.8935,0.66652,0.91459,0.91459,0.38297,142
200,1,0,45,3,819,-999,0.09148,0.16915,0.077674,0.077674,0.43393,195
200,1,0,30,2,819,-999,0.18753,2.4316,-0.89748,0.89748,0.44961,143
200,1,0,45,3,819,-999,1.4954,0.36432,-1.131,1.131,0.35941,128
200,1,0,15,1,819,-999,0.52468,0.035412,-0.48927,0.48927,0.47053,169
200,1,0,45,3,819,-999,1.8331,2.4972,0.66408,0.66408,0.51109,158
200,1,0,15,1,819,-999,1.8295,1.6587,-0.17078,0.17078,0.41094,189
200,1,0,45,3,819,-999,0.40411,0.11214,-0.29197,0.29197,0.48465,181
200,1,0,45,3,819,-999,1.3557,1.9699,0.6142,0.6142,0.45914,161
200,1,0,15,1,819,-999,0.12266,0.40317,0.28051,0.28051,0.43999,182
200,1,0,30,2,819,-999,1.3811,1.677,0.29583,0.29583,0.51714,181
200,1,0,15,1,819,-999,2.2078,2.2721,0.064276,0.064276,0.46098,196
200,1,0,30,2,819,-999,2.1556,2.3051,0.14944,0.14944,0.42469,190
200,1,0,45,3,819,-999,1.4427,0.72183,-0.72082,0.72082,0.40293,154
200,1,0,15,1,819,-999,0.95803,0.68313,-0.2749,0.2749,0.45964,182
200,1,0,15,1,819,-999,0.44109,0.84469,0.4036,0.4036,0.42249,174
200,1,1,30,2,-70,0.37154,2.2914,0.28226,1.1325,1.1325,0.47561,128
200,1,1,30,2,0,3.1409,3.1409,1.9849,-1.156,1.156,0.51121,126
200,1,1,30,2,0,0.16142,0.16142,0.080269,-0.08115,0.08115,0.30269,195
200,1,1,45,3,0,1.1621,1.1621,1.0128,-0.14937,0.14937,0.25749,190
200,1,1,15,1,-70,0.02645,1.9463,0.067668,1.2629,1.2629,0.30534,120
200,1,1,45,3,0,1.9002,1.9002,2.1383,0.23802,0.23802,0.48715,185
200,1,1,45,3,0,1.0679,1.0679,0.86958,-0.19836,0.19836,0.26303,187
200,1,1,15,1,50,1.4576,0.58497,0.88333,0.29836,0.29836,0.41278,181
200,1,1,45,3,20,0.60523,0.25616,0.10562,-0.15054,0.15054,0.39158,190
200,1,1,15,1,0,3.0169,3.0169,2.8786,-0.13832,0.13832,0.47834,191
200,1,1,30,2,-70,0.42483,2.3447,2.4989,0.15417,0.15417,0.46117,190
200,1,1,30,2,-50,0.6439,2.9128,2.6502,-0.26265,0.26265,0.54899,183
200,1,1,30,2,20,2.035,1.686,1.1643,-0.52169,0.52169,0.53792,167
200,1,1,45,3,0,1.0434,1.0434,2.7541,-1.4309,1.4309,0.58619,109
200,1,1,30,2,0,1.6683,1.6683,1.8413,0.17293,0.17293,0.46216,189
200,1,1,15,1,0,1.7019,1.7019,2.1613,0.45947,0.45947,0.53625,171
200,1,1,45,3,50,3.0545,2.1818,2.3327,0.1509,0.1509,0.71808,190
200,1,1,30,2,0,2.9186,2.9186,0.38875,0.61179,0.61179,0.74157,161
200,1,1,45,3,20,0.86436,0.51529,2.6381,-1.0188,1.0188,0.58112,135
200,1,1,15,1,0,0.67516,0.67516,0.61901,-0.056146,0.056146,0.48447,196
200,1,1,15,1,70,2.4545,1.2327,0.83623,-0.39651,0.39651,0.51437,175
200,1,1,15,1,0,0.61469,0.61469,0.55294,-0.06175,0.06175,0.5487,196
200,1,1,15,1,0,0.53562,0.53562,0.27408,-0.26153,0.26153,0.54592,183
200,1,1,45,3,50,1.651,0.77831,0.83266,0.05435,0.05435,0.52742,197
200,0,1,15,1,50,1.0416,0.16898,3.0673,-0.24331,0.24331,0.50599,169
200,0,1,45,3,-50,0.28964,2.5586,2.3761,-0.18243,0.18243,0.66147,177
200,0,1,15,1,0,2.2314,2.2314,2.0574,-0.174,0.174,0.40491,178
200,0,1,15,1,0,0.38471,0.38471,0.81327,0.42855,0.42855,0.49969,145
200,0,1,15,1,50,2.8009,1.9282,2.4384,0.51019,0.51019,0.40002,135
200,0,1,30,2,0,3.1306,3.1306,2.3294,-0.80125,0.80125,0.50923,98
200,0,1,45,3,0,1.4953,1.4953,2.39,0.89471,0.89471,0.53634,86
200,0,1,30,2,-70,0.60261,2.5225,0.28618,0.9053,0.9053,0.3303,85
200,0,1,45,3,20,1.005,0.65597,0.51031,-0.14565,0.14565,0.37347,181
200,0,1,15,1,70,2.4703,1.2486,2.4033,1.1547,1.1547,0.37838,53
200,0,1,30,2,-70,0.81894,2.7388,2.5412,-0.19758,0.19758,0.58437,175
200,0,1,45,3,20,1.211,0.86196,1.5922,0.73022,0.73022,0.61212,107
200,0,1,15,1,20,0.77155,0.42248,0.60452,0.18203,0.18203,0.58225,177
200,0,1,30,2,0,2.0149,2.0149,1.6229,-0.39201,0.39201,0.92308,150
200,0,1,30,2,70,2.4296,1.2079,2.5717,1.3639,1.3639,0.79676,26
200,0,1,45,3,-70,0.53368,2.4535,2.9672,0.51367,0.51367,1.0803,135
200,0,1,30,2,-50,0.19446,2.4634,2.6054,0.14203,0.14203,0.57835,182
200,0,1,15,1,-50,0.24529,2.5142,2.5327,0.018499,0.018499,0.6104,198
200,0,1,30,2,20,2.2877,1.9387,2.8685,0.92978,0.92978,0.92798,82
200,0,1,15,1,-50,0.52336,2.7923,2.5759,-0.2164,0.2164,0.60227,172
200,0,1,30,2,20,2.1485,1.7994,2.3014,0.50202,0.50202,0.76138,136
200,0,1,45,3,70,3.0356,1.8139,2.5209,0.70702,0.70702,0.60483,110
200,1,0,30,2,819,-999,2.8674,2.3458,-0.52161,0.52161,0.5137,167
200,1,0,45,3,819,-999,1.8459,0.40621,-1.4397,1.4397,0.30255,108
200,1,0,15,1,819,-999,2.7583,2.6914,-0.066929,0.066929,0.25535,196
200,1,0,15,1,819,-999,1.7311,2.5281,0.79695,0.79695,0.28797,149
200,1,0,15,1,819,-999,1.1888,1.5635,0.37465,0.37465,0.36964,176
200,1,0,45,3,819,-999,1.5193,1.9393,0.42001,0.42001,0.50448,173
200,1,0,15,1,819,-999,2.0713,2.1949,0.12358,0.12358,0.4492,192
200,1,0,45,3,819,-999,1.1774,1.0159,-0.16153,0.16153,0.4408,190
200,1,0,30,2,819,-999,1.0167,0.055013,-0.96173,0.96173,0.41427,139
200,1,0,30,2,819,-999,2.6273,3.0305,0.40321,0.40321,0.43715,174
200,1,0,15,1,819,-999,0.32836,0.57769,0.24933,0.24933,0.41892,184
200,1,0,30,2,819,-999,1.3889,2.0034,0.61447,0.61447,0.38939,161
200,1,0,45,3,819,-999,1.5868,2.8981,1.3113,1.3113,0.47224,117
200,1,0,45,3,819,-999,0.01172,0.21203,0.20031,0.20031,0.33774,187
200,1,0,30,2,819,-999,0.22878,2.9883,-0.38205,0.38205,0.41945,176
200,1,0,30,2,819,-999,3.0346,0.52632,0.63329,0.63329,0.39735,160
200,1,0,45,3,819,-999,2.7435,2.9269,0.18343,0.18343,0.65646,188
200,1,0,45,3,819,-999,0.71106,0.84853,0.13747,0.13747,0.59298,191
200,1,0,15,1,819,-999,0.094958,0.39479,0.29983,0.29983,0.44739,181
200,1,0,30,2,819,-999,1.6517,0.14575,-1.5059,1.5059,0.37925,104
200,1,0,45,3,819,-999,1.3605,0.44839,-0.91211,0.91211,0.43306,142
200,1,0,30,2,819,-999,0.90608,0.90349,-0.0025879,0.0025879,0.50596,200
200,1,0,15,1,819,-999,2.1073,2.5518,0.44453,0.44453,0.47004,172
200,1,0,15,1,819,-999,1.2944,0.9151,-0.37928,0.37928,0.54215,176
200,1,0,15,1,819,-999,2.9954,2.5175,-0.47792,0.47792,0.59939,170
200,1,0,30,2,819,-999,1.7727,1.8118,0.039127,0.039127,0.41011,198
200,1,0,30,2,819,-999,0.28472,0.56416,0.27944,0.27944,0.51833,182
200,1,0,45,3,819,-999,2.4945,2.7922,0.29768,0.29768,0.43782,181
200,1,0,30,2,819,-999,2.2799,2.6533,0.37345,0.37345,0.50623,176
200,1,0,30,2,819,-999,1.1976,1.3431,0.14556,0.14556,0.46008,191
200,1,0,45,3,819,-999,2.5013,2.7328,0.23153,0.23153,0.50714,185
200,1,0,45,3,819,-999,1.976,1.862,-0.11406,0.11406,0.73463,193
200,1,0,30,2,819,-999,2.528,2.7461,0.21816,0.21816,0.79687,186
200,1,0,45,3,819,-999,2.5023,2.0532,-0.4491,0.4491,0.87858,71
200,1,0,45,3,819,-999,2.0415,2.5959,0.5544,0.5544,1.1483,65
200,1,0,15,1,819,-999,0.6691,0.57018,-0.098922,0.098922,0.58382,194
200,1,0,15,1,819,-999,0.26359,0.23487,-0.028718,0.028718,0.72252,198
200,1,0,15,1,819,-999,0.78384,0.74267,-0.041178,0.041178,0.80769,197
200,1,0,45,3,819,-999,1.1102,0.024523,-1.0857,1.0857,0.87388,31
200,1,0,15,1,819,-999,0.49513,0.26014,-0.23499,0.23499,0.57627,185
200,1,0,15,1,819,-999,0.75323,0.59414,-0.15909,0.15909,1.4211,90
200,1,0,45,3,819,-999,2.5808,1.7379,-0.84297,0.84297,0.89406,46
200,1,0,15,1,819,-999,1.8314,1.893,0.061678,0.061678,0.58901,196
200,1,0,30,2,819,-999,2.359,2.5043,0.14528,0.14528,1.1406,91
200,1,0,45,3,819,-999,1.7016,0.70478,-0.99682,0.99682,0.81953,137
200,1,0,15,1,819,-999,2.1734,2.5187,0.34535,0.34535,0.4985,178
200,1,0,30,2,819,-999,1.2352,0.99747,-0.23776,0.23776,0.82461,185
200,0,1,30,2,70,2.6638,1.442,1.4777,0.035647,0.035647,0.82458,195
200,0,1,45,3,-20,0.3331,3.1256,0.60203,0.61799,0.61799,0.54949,121
200,0,1,30,2,0,1.1715,1.1715,1.2009,0.029328,0.029328,0.77618,196
200,0,1,45,3,0,0.49322,0.49322,0.52663,0.033403,0.033403,0.60442,196
200,0,1,15,1,20,1.7049,1.3559,1.4379,0.082004,0.082004,0.53913,190
200,0,1,15,1,20,1.9944,1.6454,1.89,0.24468,0.24468,0.55157,169
200,0,1,45,3,70,2.4673,1.2456,1.0667,-0.17881,0.17881,0.77245,177
200,0,1,30,2,0,2.0924,2.0924,2.1046,0.012173,0.012173,0.4898,198
200,0,1,15,1,0,0.54591,0.54591,0.45215,-0.093759,0.093759,0.46657,188
200,0,1,45,3,0,1.9991,1.9991,2.0258,0.026696,0.026696,0.79407,197
200,0,1,15,1,0,0.69777,0.69777,0.67278,-0.024992,0.024992,0.46424,197
200,0,1,30,2,0,0.63613,0.63613,0.64014,0.0040094,0.0040094,0.69008,199
200,0,1,30,2,0,0.056918,0.056918,0.35526,0.29834,0.29834,0.80516,162
200,0,1,15,1,20,2.7837,2.4346,2.2701,-0.16454,0.16454,0.48568,179
200,0,1,15,1,0,2.4707,2.4707,2.4424,-0.028321,0.028321,0.47642,196
200,0,1,30,2,50,2.4795,1.6069,1.4479,-0.15899,0.15899,0.50225,180
200,0,1,15,1,20,1.2542,0.9051,1.1104,0.20529,0.20529,0.41278,174
200,0,1,45,3,50,1.9578,1.0852,2.294,1.2088,1.2088,0.57722,46
200,0,1,30,2,0,2.0193,2.0193,1.5374,-0.48187,0.48187,0.58805,139
200,0,1,45,3,0,2.1348,2.1348,2.1684,0.033607,0.033607,0.42879,196
200,0,1,15,1,0,1.4408,1.4408,1.1356,-0.30525,0.30525,0.35638,161
200,0,1,30,2,0,2.5184,2.5184,2.3783,-0.14008,0.14008,0.35184,182
200,0,1,45,3,50,1.9586,1.086,1.0754,-0.010584,0.010584,0.44194,199
200,1,1,45,3,0,2.3414,2.3414,2.2911,-0.050332,0.050332,0.24603,197
200,1,1,30,2,0,2.5627,2.5627,3.0941,0.53133,0.53133,0.37919,166
200,1,1,15,1,-70,0.48903,2.4089,0.47146,1.2042,1.2042,0.21049,123
200,1,1,15,1,20,3.0591,2.71,2.8503,0.14026,0.14026,0.30631,191
200,1,1,45,3,0,0.14645,0.14645,0.28819,0.14175,0.14175,0.26924,191
200,1,1,15,1,20,2.22,1.8709,2.0782,0.20727,0.20727,0.26374,187
200,1,1,45,3,0,2.4602,2.4602,2.1694,-0.29083,0.29083,0.16991,181
200,1,1,15,1,0,2.2881,2.2881,2.171,-0.11706,0.11706,0.18773,193
200,1,1,30,2,70,2.8772,1.6555,2.5646,0.90918,0.90918,0.25292,142
200,1,1,30,2,0,0.53333,0.53333,0.657,0.12367,0.12367,0.35076,192
200,1,1,45,3,70,1.9348,0.71307,1.3876,0.67449,0.67449,0.4718,157
200,1,1,30,2,70,1.641,0.41927,0.029308,-0.38996,0.38996,0.51375,175
200,1,1,45,3,70,2.3088,1.0871,2.0038,0.91667,0.91667,0.34016,142
200,1,1,15,1,0,2.0774,2.0774,2.0562,-0.02114,0.02114,0.44011,199
200,1,1,30,2,-20,0.061059,2.8536,2.853,-0.00063593,0.00063593,0.42111,200
200,1,1,15,1,50,2.5277,1.655,1.5907,-0.064327,0.064327,0.47422,196
200,1,1,45,3,-70,0.07954,1.9994,2.4878,0.48843,0.48843,0.44012,169
200,1,1,30,2,0,2.0022,2.0022,2.0311,0.028894,0.028894,0.44522,198
